id_comunidade,num_membros,lider_intermediario_interno
608,2,
609,2,
610,2,
611,2,
612,2,
613,2,
614,2,
615,2,
616,2,
617,2,
618,2,
619,2,
620,2,
621,2,
622,2,
623,2,
624,2,
625,2,
626,2,
627,2,
628,2,
629,2,
630,2,
631,2,
632,2,
633,2,
634,2,
635,2,
636,2,
637,2,
638,2,
639,2,
640,2,
641,2,
642,2,
643,2,
644,2,
645,2,
646,2,
647,2,
648,2,
649,2,
650,2,
651,2,
652,2,
653,2,
654,2,
655,2,
656,2,
657,2,
658,2,
659,2,
660,2,
661,2,
662,2,
663,2,
664,2,
665,2,
666,2,
667,2,
668,2,
669,2,
670,2,
671,2,
672,2,
673,2,
674,2,
675,2,
676,2,
677,2,
678,2,
679,2,
680,2,
681,2,
682,2,
683,2,
684,2,
685,2,
686,2,
687,2,
688,2,
689,2,
690,2,
691,2,
692,2,
693,2,
694,2,
695,2,
696,2,
697,2,
698,2,
699,2,
700,2,
701,2,
702,2,
703,2,
704,2,
705,2,
706,2,
707,2,
708,2,
709,2,
710,2,
711,2,
712,2,
713,2,
714,2,
715,2,
716,2,
717,2,
718,2,
719,2,
720,2,
721,2,
722,2,
723,2,
724,2,
725,2,
726,2,
727,2,
728,2,
729,2,
730,2,
731,2,
732,2,
733,2,
734,2,
735,2,
736,2,
737,2,
738,2,
739,2,
740,2,
741,2,
742,2,
743,2,
744,2,
745,2,
746,2,
747,2,
748,2,
749,2,
750,2,
751,2,
752,2,
753,2,
754,2,
755,2,
756,2,
757,2,
758,2,
759,2,
760,2,
761,2,
762,2,
763,2,
764,2,
765,2,
766,2,
767,2,
768,2,
769,2,
770,2,
771,2,
772,2,
773,2,
774,2,
775,2,
776,2,
777,2,
778,2,
779,2,
780,2,
781,2,
782,2,
783,2,
784,2,
785,2,
786,2,
787,2,
788,2,
789,2,
790,2,
791,2,
792,2,
793,2,
794,2,
795,2,
796,2,
797,2,
798,2,
799,2,
800,2,
801,2,
802,2,
803,2,
804,2,
805,2,
806,2,
807,2,
808,2,
809,2,
810,2,
811,2,
812,2,
813,2,
814,2,
815,2,
816,2,
817,2,
818,2,
819,2,
820,2,
821,2,
822,2,
823,2,
824,2,
825,2,
826,2,
827,2,
828,2,
829,2,
830,2,
831,2,
832,2,
833,2,
834,2,
835,2,
836,2,
837,2,
838,2,
839,2,
840,2,
841,2,
842,2,
843,2,
844,2,
845,2,
846,2,
847,2,
848,2,
849,2,
850,2,
851,2,
852,2,
853,2,
854,2,
855,2,
856,2,
857,2,
858,2,
859,2,
860,2,
861,2,
862,2,
863,2,
864,2,
865,2,
866,2,
867,2,
868,2,
869,2,
870,2,
871,2,
872,2,
873,2,
874,2,
875,2,
876,2,
877,2,
878,2,
879,2,
880,2,
881,2,
882,2,
883,2,
884,2,
885,2,
886,2,
887,2,
888,2,
889,2,
890,2,
891,2,
892,2,
893,2,
894,2,
895,2,
896,2,
897,2,
898,2,
899,2,
900,2,
901,2,
902,2,
903,2,
904,2,
905,2,
906,2,
907,2,
908,2,
909,2,
910,2,
911,2,
912,2,
913,2,
914,2,
915,2,
916,2,
917,2,
918,2,
919,2,
920,2,
921,2,
922,2,
923,2,
924,2,
925,2,
926,2,
927,2,
928,2,
929,2,
930,2,
931,2,
932,2,
933,2,
934,2,
935,2,
936,2,
937,2,
938,2,
939,2,
940,2,
941,2,
942,2,
943,2,
944,2,
945,2,
946,2,
947,2,
948,2,
949,2,
950,2,
951,2,
952,2,
953,2,
954,2,
955,2,
956,2,
957,2,
958,2,
959,2,
960,2,
961,2,
962,2,
963,2,
964,2,
965,2,
966,2,
967,2,
968,2,
969,2,
970,2,
971,2,
972,2,
973,2,
974,2,
975,2,
976,2,
977,2,
978,2,
979,2,
980,2,
981,2,
982,2,
983,2,
984,2,
985,2,
986,2,
987,2,
988,2,
989,2,
990,2,
991,2,
992,2,
993,2,
994,2,
995,2,
996,2,
997,2,
998,2,
999,2,
1000,2,
1001,2,
1002,2,
1003,2,
1004,2,
1005,2,
1006,2,
1007,2,
1008,2,
1009,2,
1010,2,
1011,2,
1012,2,
1013,2,
1014,2,
1015,2,
1016,2,
1017,2,
1018,2,
1019,2,
1020,2,
1021,2,
1022,2,
1023,2,
1024,2,
1025,2,
1026,2,
1027,2,
1028,2,
1029,2,
1030,2,
1031,2,
1032,2,
1033,2,
1034,2,
1035,2,
1036,2,
1037,2,
1038,2,
1039,2,
1040,2,
1041,2,
1042,2,
1043,2,
1044,2,
1045,2,
1046,2,
1047,2,
1048,2,
1049,2,
1050,2,
1051,2,
1052,2,
1053,2,
1054,2,
1055,2,
1056,2,
1057,2,
1058,2,
1059,2,
1060,2,
1061,2,
1062,2,
1063,2,
1064,2,
1065,2,
1066,2,
1067,2,
1068,2,
1069,2,
1070,2,
1071,2,
1072,2,
1073,2,
1074,2,
1075,2,
1076,2,
1077,2,
1078,2,
1079,2,
1080,2,
1081,2,
1082,2,
1083,2,
1084,2,
1085,2,
1086,2,
1087,2,
1088,2,
1089,2,
1090,2,
1091,2,
1092,2,
1093,2,
1094,2,
1095,2,
1096,2,
1097,2,
1098,2,
1099,2,
1100,2,
1101,2,
1102,2,
1103,2,
1104,2,
1105,2,
1106,2,
1107,2,
1108,2,
1109,2,
1110,2,
1111,2,
1112,2,
1113,2,
1114,2,
1115,2,
1116,2,
1117,2,
1118,2,
1119,2,
1120,2,
1121,2,
1122,2,
1123,2,
1124,2,
1125,2,
1126,2,
1127,2,
1128,2,
1129,2,
1130,2,
1131,2,
1132,2,
1133,2,
1134,2,
1135,2,
1136,2,
1137,2,
1138,2,
1139,2,
1140,2,
1141,2,
1142,2,
1143,2,
1144,2,
1145,2,
1146,2,
1147,2,
1148,2,
1149,2,
1150,2,
1151,2,
1152,2,
1153,2,
1154,2,
1155,2,
1156,2,
1157,2,
1158,2,
1159,2,
1160,2,
1161,2,
1162,2,
1163,2,
1164,2,
1165,2,
1166,2,
1167,2,
1168,2,
1169,2,
1170,2,
1171,2,
1172,2,
1173,2,
1174,2,
1175,2,
1176,2,
1177,2,
1178,2,
1179,2,
1180,2,
1181,2,
1182,2,
1183,2,
1184,2,
1185,2,
1186,2,
1187,2,
1188,2,
1189,2,
1190,2,
1191,2,
1192,2,
1193,2,
1194,2,
1195,2,
1196,2,
1197,2,
1198,2,
1199,2,
1200,2,
1201,2,
1202,2,
1203,2,
1204,2,
1205,2,
1206,2,
1207,2,
1208,2,
1209,2,
1210,2,
1211,2,
1212,2,
1213,2,
1214,2,
1215,2,
1216,2,
1217,2,
1218,2,
1219,2,
1220,2,
1221,2,
1222,2,
1223,2,
1224,2,
1225,2,
1226,2,
1227,2,
1228,2,
1229,2,
1230,2,
1231,2,
1232,2,
1233,2,
1234,2,
1235,2,
1236,2,
1237,2,
1238,2,
1239,2,
1240,2,
1241,2,
1242,2,
1243,2,
1244,2,
1245,2,
1246,2,
1247,2,
1248,2,
1249,2,
1250,2,
1251,2,
1252,2,
1253,2,
1254,2,
1255,2,
1256,2,
1257,2,
1258,2,
1259,2,
1260,2,
1261,2,
1262,2,
1263,2,
1264,2,
1265,2,
1266,2,
1267,2,
1268,2,
1269,2,
1270,2,
1271,2,
1272,2,
1273,2,
1274,2,
1275,2,
1276,2,
1277,2,
1278,2,
1279,2,
1280,2,
1281,2,
1282,2,
1283,2,
1284,2,
1285,2,
1286,2,
1287,2,
1288,2,
1289,2,
1290,2,
1291,2,
1292,2,
1293,2,
1294,2,
1295,2,
1296,2,
1297,2,
1298,2,
1299,2,
1300,2,
1301,2,
1302,2,
1303,2,
1304,2,
1305,2,
1306,2,
1307,2,
1308,2,
1309,2,
1310,2,
1311,2,
1312,2,
1313,2,
1314,2,
1315,2,
1316,2,
1317,2,
1318,2,
1319,2,
1320,2,
1321,2,
1322,2,
1323,2,
1324,2,
1325,2,
1326,2,
1327,2,
1328,2,
1329,2,
1330,2,
1331,2,
1332,2,
1333,2,
1334,2,
1335,2,
1336,2,
1337,2,
1338,2,
1339,2,
1340,2,
1341,2,
1342,2,
1343,2,
1344,2,
1345,2,
1346,2,
1347,2,
1348,2,
1349,2,
1350,2,
1351,2,
1352,2,
1353,2,
1354,2,
1355,2,
1356,2,
1357,2,
1358,2,
1359,2,
1360,2,
1361,2,
1362,2,
1363,2,
1364,2,
1365,2,
1366,2,
1367,2,
1368,2,
1369,2,
1370,2,
1371,2,
1372,2,
1373,2,
1374,2,
1375,2,
1376,2,
1377,2,
1378,2,
1379,2,
1380,2,
1381,2,
1382,2,
1383,2,
1384,2,
1385,2,
1386,2,
1387,2,
1388,2,
1389,2,
1390,2,
1391,2,
1392,2,
1393,2,
1394,2,
1395,2,
1396,2,
1397,2,
1398,2,
1399,2,
1400,2,
1401,2,
1402,2,
1403,2,
1404,2,
1405,2,
1406,2,
1407,2,
1408,2,
1409,2,
1410,2,
1411,2,
1412,2,
1413,2,
1414,2,
1415,2,
1416,2,
1417,2,
1418,2,
1419,2,
1420,2,
1421,2,
1422,2,
1423,2,
1424,2,
1425,2,
1426,2,
1427,2,
1428,2,
1429,2,
1430,2,
1431,2,
1432,2,
1433,2,
1434,2,
1435,2,
1436,2,
1437,2,
1438,2,
1439,1,
1440,1,
1441,1,
1442,1,
1443,1,
1444,1,
1445,1,
1446,1,
1447,1,
1448,1,
1449,1,
1450,1,
1451,1,
1452,1,
1453,1,
1454,1,
1455,1,
1456,1,
1457,1,
1458,1,
1459,1,
1460,1,
1461,1,
1462,1,
1463,1,
1464,1,
1465,1,
1466,1,
1467,1,
1468,1,
1469,1,
1470,1,
1471,1,
1472,1,
1473,1,
1474,1,
1475,1,
1476,1,
1477,1,
1478,1,
1479,1,
1480,1,
1481,1,
1482,1,
1483,1,
1484,1,
1485,1,
1486,1,
1487,1,
1488,1,
1489,1,
1490,1,
1491,1,
1492,1,
1493,1,
1494,1,
1495,1,
1496,1,
1497,1,
1498,1,
1499,1,
1500,1,
1501,1,
1502,1,
1503,1,
1504,1,
1505,1,
1506,1,
1507,1,
1508,1,
1509,1,
1510,1,
1511,1,
1512,1,
1513,1,
1514,1,
1515,1,
1516,1,
1517,1,
1518,1,
1519,1,
1520,1,
1521,1,
1522,1,
1523,1,
1524,1,
1525,1,
1526,1,
1527,1,
1528,1,
1529,1,
1530,1,
1531,1,
1532,1,
1533,1,
1534,1,
1535,1,
1536,1,
1537,1,
1538,1,
1539,1,
1540,1,
1541,1,
1542,1,
1543,1,
1544,1,
1545,1,
1546,1,
1547,1,
1548,1,
1549,1,
1550,1,
1551,1,
1552,1,
1553,1,
1554,1,
1555,1,
1556,1,
1557,1,
1558,1,
1559,1,
1560,1,
1561,1,
1562,1,
1563,1,
1564,1,
1565,1,
1566,1,
1567,1,
1568,1,
1569,1,
1570,1,
1571,1,
1572,1,
1573,1,
1574,1,
1575,1,
1576,1,
1577,1,
1578,1,
1579,1,
1580,1,
1581,1,
1582,1,
1583,1,
1584,1,
1585,1,
1586,1,
1587,1,
1588,1,
1589,1,
1590,1,
1591,1,
1592,1,
1593,1,
1594,1,
1595,1,
1596,1,
1597,1,
1598,1,
1599,1,
1600,1,
1601,1,
1602,1,
1603,1,
1604,1,
1605,1,
1606,1,
1607,1,
1608,1,
1609,1,
1610,1,
1611,1,
1612,1,
1613,1,
1614,1,
1615,1,
1616,1,
1617,1,
1618,1,
1619,1,
1620,1,
1621,1,
1622,1,
1623,1,
1624,1,
1625,1,
1626,1,
1627,1,
1628,1,
1629,1,
1630,1,
1631,1,
1632,1,
1633,1,
1634,1,
1635,1,
1636,1,
1637,1,
1638,1,
1639,1,
1640,1,
1641,1,
1642,1,
1643,1,
1644,1,
1645,1,
1646,1,
1647,1,
1648,1,
1649,1,
1650,1,
1651,1,
1652,1,
1653,1,
1654,1,
1655,1,
1656,1,
1657,1,
1658,1,
1659,1,
1660,1,
1661,1,
1662,1,
1663,1,
1664,1,
1665,1,
1666,1,
1667,1,
1668,1,
1669,1,
1670,1,
1671,1,
1672,1,
1673,1,
1674,1,
1675,1,
1676,1,
1677,1,
1678,1,
1679,1,
1680,1,
1681,1,
1682,1,
1683,1,
1684,1,
1685,1,
1686,1,
1687,1,
1688,1,
1689,1,
1690,1,
1691,1,
1692,1,
1693,1,
1694,1,
1695,1,
1696,1,
1697,1,
1698,1,
1699,1,
1700,1,
1701,1,
1702,1,
1703,1,
1704,1,
1705,1,
1706,1,
1707,1,
1708,1,
1709,1,
1710,1,
1711,1,
1712,1,
1713,1,
1714,1,
1715,1,
1716,1,
1717,1,
1718,1,
1719,1,
1720,1,
1721,1,
1722,1,
1723,1,
1724,1,
1725,1,
1726,1,
1727,1,
1728,1,
1729,1,
1730,1,
1731,1,
1732,1,
1733,1,
1734,1,
1735,1,
1736,1,
1737,1,
1738,1,
1739,1,
1740,1,
1741,1,
1742,1,
1743,1,
1744,1,
1745,1,
1746,1,
1747,1,
